,Both Sets,ack_present,ack_absent,Percent Present
Journal of aging science,2,2.0,0.0,1.0
Medical epigenetics,2,2.0,0.0,1.0
"Elementa (Washington, D.C.)",2,2.0,0.0,1.0
"International journal of surgery (London, England)",2,2.0,0.0,1.0
Open journal of medicinal chemistry,2,2.0,0.0,1.0
Cancer translational medicine,2,1.0,1.0,0.5
Food microbiology,2,2.0,0.0,1.0
Journal of osteoporosis and physical activity,2,2.0,0.0,1.0
Optimization methods & software,2,1.0,1.0,0.5
"Physica status solidi. B, Basic solid state physics : PSS",2,2.0,0.0,1.0
Biology and fertility of soils,2,2.0,0.0,1.0
Topoi : an international review of philosophy,2,2.0,0.0,1.0
Toxicology and industrial health,2,2.0,0.0,1.0
Ocean dynamics,2,2.0,0.0,1.0
Journal of pediatric urology,2,2.0,0.0,1.0
Research quarterly for exercise and sport,2,0.0,2.0,0.0
Cooperation and conflict,2,1.0,1.0,0.5
Local economy,2,0.0,2.0,0.0
Journal of nutrition education and behavior,2,2.0,0.0,1.0
Exercise and sport sciences reviews,2,1.0,1.0,0.5
European food research and technology = Zeitschrift fur Lebensmittel-Untersuchung und -Forschung. A,2,2.0,0.0,1.0
Soil & tillage research,2,2.0,0.0,1.0
Chinese science bulletin = Kexue tongbao,2,2.0,0.0,1.0
Advances in enzyme regulation,2,2.0,0.0,1.0
Journal of preventive medicine,2,2.0,0.0,1.0
Case studies in engineering failure analysis,2,0.0,2.0,0.0
APL materials,2,2.0,0.0,1.0
Analytical methods : advancing methods and applications,2,2.0,0.0,1.0
Crime science,2,2.0,0.0,1.0
International journal of dentistry and oral health,2,2.0,0.0,1.0
Earth surface processes and landforms,2,2.0,0.0,1.0
Archives of neuroscience,2,2.0,0.0,1.0
Journal of HIV and AIDS,2,2.0,0.0,1.0
Journal of food science and technology,2,1.0,1.0,0.5
International journal of multimedia information retrieval,2,2.0,0.0,1.0
Statistics in biopharmaceutical research,2,2.0,0.0,1.0
MDM policy & practice,2,2.0,0.0,1.0
Bone and tissue regeneration insights,2,2.0,0.0,1.0
Journal of school psychology,2,0.0,2.0,0.0
International review of victimology,2,1.0,1.0,0.5
Journal of drug targeting,2,1.0,1.0,0.5
Third world quarterly,2,1.0,1.0,0.5
Journal of novel physiotherapies,2,2.0,0.0,1.0
Journal of dietary supplements,2,1.0,1.0,0.5
Journal of research in personality,2,2.0,0.0,1.0
IMA journal of applied mathematics,2,2.0,0.0,1.0
The open pain journal,2,1.0,1.0,0.5
Archive for history of exact sciences,2,1.0,1.0,0.5
Journal of addiction medicine and therapeutic science,2,2.0,0.0,1.0
Advances in disease control and prevention,2,2.0,0.0,1.0
Materials letters,2,1.0,1.0,0.5
Autoimmunity reviews,2,2.0,0.0,1.0
Computational optimization and applications,2,2.0,0.0,1.0
Continental philosophy review,2,2.0,0.0,1.0
Progress in planning,2,2.0,0.0,1.0
Integrative cancer science and therapeutics,2,2.0,0.0,1.0
Journal of applied physics,2,2.0,0.0,1.0
Cutaneous and ocular toxicology,2,0.0,2.0,0.0
Journal of dentistry,2,2.0,0.0,1.0
Nordic psychology,2,1.0,1.0,0.5
Journal of statistical planning and inference,2,2.0,0.0,1.0
Journal of agricultural & environmental ethics,2,2.0,0.0,1.0
Helvetica chimica acta,2,0.0,2.0,0.0
American journal of sexuality education,2,0.0,2.0,0.0
The British journal of oral & maxillofacial surgery,2,2.0,0.0,1.0
Journal of infectious diseases and medicine,2,2.0,0.0,1.0
Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association,2,2.0,0.0,1.0
"Anxiety, stress, and coping",2,0.0,2.0,0.0
Journal of environmental psychology,2,2.0,0.0,1.0
Female pelvic medicine & reconstructive surgery,2,1.0,1.0,0.5
Journal of functional morphology and kinesiology,2,2.0,0.0,1.0
Biological research for nursing,2,2.0,0.0,1.0
"Global challenges (Hoboken, NJ)",2,2.0,0.0,1.0
Oncology,1,1.0,0.0,1.0
JAMA neurology,1,0.0,1.0,0.0
Neuroscience communications,1,1.0,0.0,1.0
Comprehensive results in social psychology,1,0.0,1.0,0.0
Blood pressure. Supplement,1,1.0,0.0,1.0
Procedia CIRP,1,1.0,0.0,1.0
Human pathology (New York),1,0.0,1.0,0.0
Applied mathematics and optimization,1,1.0,0.0,1.0
Critique of anthropology,1,0.0,1.0,0.0
Proceedings of the IEEE. Institute of Electrical and Electronics Engineers,1,0.0,1.0,0.0
Nature reviews. Clinical oncology,1,1.0,0.0,1.0
World journal of vaccines,1,1.0,0.0,1.0
Stat,1,1.0,0.0,1.0
Investigative magnetic resonance imaging,1,1.0,0.0,1.0
Journal of medicine in the tropics,1,1.0,0.0,1.0
Expert review of gastroenterology & hepatology,1,0.0,1.0,0.0
Journal of antivirals & antiretrovirals,1,1.0,0.0,1.0
Journal of biosensors & bioelectronics,1,1.0,0.0,1.0
Journal of dairy science,1,1.0,0.0,1.0
Journal of Asian earth sciences,1,1.0,0.0,1.0
Eastern European politics and societies : EEPS,1,0.0,1.0,0.0
Journal of the Academy of Marketing Science,1,1.0,0.0,1.0
Rorschachiana,1,1.0,0.0,1.0
Ultrasonic imaging,1,0.0,1.0,0.0
Open chemistry,1,1.0,0.0,1.0
"Communication sciences & disorders (Seoul, Korea)",1,0.0,1.0,0.0
Advances in medical ethics,1,1.0,0.0,1.0
Journal of escience librarianship,1,1.0,0.0,1.0
Postmedieval : a journal of medieval cultural studies,1,1.0,0.0,1.0
Journal of analytical & molecular techniques,1,1.0,0.0,1.0
Education sciences,1,1.0,0.0,1.0
Ecological monographs,1,1.0,0.0,1.0
ISRN zoology,1,1.0,0.0,1.0
"Methoden, daten, analysen",1,1.0,0.0,1.0
"International journal of migration, health, and social care",1,0.0,1.0,0.0
Journal of cancer sciences,1,1.0,0.0,1.0
Journal of inflammatory bowel diseases & disorders,1,1.0,0.0,1.0
"Synthetic biology (Oxford, England)",1,1.0,0.0,1.0
Inventiones mathematicae,1,1.0,0.0,1.0
Social media + society,1,1.0,0.0,1.0
Cardiology and cardiovascular medicine,1,1.0,0.0,1.0
Discourse studies,1,0.0,1.0,0.0
GSTF journal of advances in medical research,1,1.0,0.0,1.0
Journal of neuroscience and neuropharmacology,1,0.0,1.0,0.0
International journal of high throughput screening,1,1.0,0.0,1.0
The journal of research on the Lepidoptera,1,1.0,0.0,1.0
Husserl studies,1,1.0,0.0,1.0
Journal of addiction and dependence,1,0.0,1.0,0.0
Journal of applied biomaterials & functional materials,1,1.0,0.0,1.0
Journal of psychophysiology,1,1.0,0.0,1.0
Molbank,1,1.0,0.0,1.0
Computer supported cooperative work : CSCW : an international journal,1,1.0,0.0,1.0
Journal of nutritional biology,1,1.0,0.0,1.0
ISRN virology,1,1.0,0.0,1.0
"Human parasitic diseases (Auckland, N.Z.)",1,1.0,0.0,1.0
Journal of cancer metastasis and treatment,1,1.0,0.0,1.0
Geostandards and geoanalytical research,1,1.0,0.0,1.0
"Oncologie (Paris, France)",1,0.0,1.0,0.0
Journal of emotional and behavioral disorders,1,1.0,0.0,1.0
Cardiorenal medicine,1,1.0,0.0,1.0
Ore geology reviews,1,1.0,0.0,1.0
Journal of bacteriology & parasitology,1,1.0,0.0,1.0
Journal of acupuncture and meridian studies,1,1.0,0.0,1.0
"Marine ecology (Berlin, Germany)",1,1.0,0.0,1.0
International journal of psychiatry (Overland Park),1,1.0,0.0,1.0
Indian phytopathology,1,0.0,1.0,0.0
Gastrointestinal endoscopy,1,1.0,0.0,1.0
Weather and climate extremes,1,1.0,0.0,1.0
Biotechnology law report,1,0.0,1.0,0.0
Statistics & probability letters,1,1.0,0.0,1.0
Occupational therapy in health care,1,0.0,1.0,0.0
International journal of production economics,1,1.0,0.0,1.0
The East African health research journal,1,1.0,0.0,1.0
The International journal of psycho-analysis,1,0.0,1.0,0.0
Endoplasmic reticulum stress in diseases,1,1.0,0.0,1.0
The open immunology journal,1,1.0,0.0,1.0
The European journal of cognitive psychology,1,1.0,0.0,1.0
ISRN minimally invasive surgery,1,0.0,1.0,0.0
The computer journal,1,0.0,1.0,0.0
International journal of medicine and public health,1,1.0,0.0,1.0
Journal of law and society,1,1.0,0.0,1.0
Clinical and experimental psychology,1,1.0,0.0,1.0
International dairy journal,1,1.0,0.0,1.0
Asia Pacific viewpoint,1,1.0,0.0,1.0
Journal of pharmaceutical research international,1,1.0,0.0,1.0
Oxford review of education,1,1.0,0.0,1.0
Genetic programming and evolvable machines,1,1.0,0.0,1.0
"Education for primary care : an official publication of the Association of Course Organisers, National Association of GP Tutors, World Organisation of Family Doctors",1,1.0,0.0,1.0
Journal of hand therapy : official journal of the American Society of Hand Therapists,1,1.0,0.0,1.0
JMIR cardio,1,1.0,0.0,1.0
Research & reviews. Journal of nursing and health sciences,1,1.0,0.0,1.0
MedEdPORTAL : the journal of teaching and learning resources,1,0.0,1.0,0.0
Contributions to Indian sociology,1,0.0,1.0,0.0
Journal of visual communication and image representation,1,1.0,0.0,1.0
Oral health case reports,1,1.0,0.0,1.0
The Philosophical quarterly,1,0.0,1.0,0.0
Journal of family nursing,1,1.0,0.0,1.0
Journal of psychological abnormalities in children,1,1.0,0.0,1.0
Early childhood education journal,1,1.0,0.0,1.0
Education 3-13,1,1.0,0.0,1.0
"Journal of neuroscience, psychology, and economics",1,0.0,1.0,0.0
Quantitative finance,1,0.0,1.0,0.0
Political psychology,1,1.0,0.0,1.0
Research in sports medicine (Print),1,1.0,0.0,1.0
Expert review of cardiovascular therapy,1,1.0,0.0,1.0
Journal of dual diagnosis,1,1.0,0.0,1.0
Expert review of respiratory medicine,1,1.0,0.0,1.0
Urban research & practice,1,1.0,0.0,1.0
Journal of oral hygiene & health,1,1.0,0.0,1.0
The international journal of high performance computing applications,1,1.0,0.0,1.0
"Sport, ethics and philosophy",1,1.0,0.0,1.0
International journal of immunotherapy and cancer research,1,0.0,1.0,0.0
Translational journal of the American College of Sports Medicine,1,1.0,0.0,1.0
"English studies (Amsterdam, Netherlands)",1,1.0,0.0,1.0
Journal of research in special educational needs : JORSEN,1,1.0,0.0,1.0
Acoustics Australia,1,1.0,0.0,1.0
International journal of medical science and public health,1,1.0,0.0,1.0
International journal of general systems,1,0.0,1.0,0.0
AIMS allergy and immunology,1,1.0,0.0,1.0
Journal of prosthodontics : official journal of the American College of Prosthodontists,1,0.0,1.0,0.0
Zeitschrift fur medizinische Physik,1,1.0,0.0,1.0
Telecommunication systems,1,1.0,0.0,1.0
Expert systems with applications,1,1.0,0.0,1.0
Communication methods and measures,1,0.0,1.0,0.0
Methods and protocols,1,1.0,0.0,1.0
Sexualities,1,1.0,0.0,1.0
Topics in language disorders,1,0.0,1.0,0.0
Journal of liposome research,1,1.0,0.0,1.0
International journal of bioorganic chemistry & molecular biology,1,1.0,0.0,1.0
Economic modelling,1,1.0,0.0,1.0
Signal processing. Image communication,1,0.0,1.0,0.0
Journal of trauma & treatment,1,1.0,0.0,1.0
Journal of participatory medicine,1,1.0,0.0,1.0
Journal of bone reports & recommendations,1,1.0,0.0,1.0
Marketing letters,1,1.0,0.0,1.0
Journal of human rights practice,1,1.0,0.0,1.0
Computational and mathematical organization theory,1,1.0,0.0,1.0
Philosophical magazine letters,1,0.0,1.0,0.0
"Gender, place and culture : a journal of feminist geography",1,0.0,1.0,0.0
Studia logica,1,1.0,0.0,1.0
Nuklearmedizin. Nuclear medicine,1,1.0,0.0,1.0
Current opinion in systems biology,1,1.0,0.0,1.0
Public finance review : PFR,1,1.0,0.0,1.0
World journal of medical genetics,1,1.0,0.0,1.0
Journal of visual communication in medicine,1,0.0,1.0,0.0
American journal of cancer science,1,1.0,0.0,1.0
Marine geology,1,1.0,0.0,1.0
"Chemie der Erde : Beitrage zur chemischen Mineralogie, Petrographie und Geologie",1,1.0,0.0,1.0
"Journal of oral biology (Northborough, Mass.)",1,1.0,0.0,1.0
Chemical engineering & technology,1,1.0,0.0,1.0
Nursing outlook,1,1.0,0.0,1.0
International journal of occupational medicine and environmental health,1,1.0,0.0,1.0
Intelligent information management,1,0.0,1.0,0.0
Molecular cancer biology,1,1.0,0.0,1.0
Journal of HIV AIDS surveillance & epidemiology,1,1.0,0.0,1.0
Enterprise information systems,1,0.0,1.0,0.0
Journal of happiness studies,1,1.0,0.0,1.0
Rehabilitation nursing : the official journal of the Association of Rehabilitation Nurses,1,1.0,0.0,1.0
International journal of medicine,1,1.0,0.0,1.0
International journal of industrial organization,1,0.0,1.0,0.0
History of psychology,1,0.0,1.0,0.0
Family science,1,0.0,1.0,0.0
Perspectives in science,1,1.0,0.0,1.0
"Journal of plastic, reconstructive & aesthetic surgery : JPRAS",1,1.0,0.0,1.0
"Interventional neuroradiology : journal of peritherapeutic neuroradiology, surgical procedures and related neurosciences",1,0.0,1.0,0.0
Journal of nutrition in gerontology and geriatrics,1,0.0,1.0,0.0
Journal of prevention & intervention in the community,1,0.0,1.0,0.0
"Artificial cells, nanomedicine, and biotechnology",1,0.0,1.0,0.0
International journal of research in nursing,1,1.0,0.0,1.0
International journal of maritime history,1,1.0,0.0,1.0
"Journal of software (Malden, MA)",1,1.0,0.0,1.0
Alternative & integrative medicine,1,1.0,0.0,1.0
Microbiology and molecular biology reviews : MMBR,1,1.0,0.0,1.0
Current research in psychology,1,1.0,0.0,1.0
Biology of reproduction,1,1.0,0.0,1.0
Advances in physics: X,1,1.0,0.0,1.0
Gene technology,1,1.0,0.0,1.0
"TPM. Testing, Psychometrics, Methodology in Applied Psychology",1,0.0,1.0,0.0
The Psychiatric clinics of North America,1,0.0,1.0,0.0
International journal of diabetology & vascular disease research,1,1.0,0.0,1.0
Natural science,1,1.0,0.0,1.0
American medical journal,1,1.0,0.0,1.0
Journal of diabetes research and therapy,1,1.0,0.0,1.0
Journal of ethnic and migration studies,1,1.0,0.0,1.0
"Alternatives (Boulder, Colo.)",1,1.0,0.0,1.0
The Journal of social issues,1,0.0,1.0,0.0
Journal of workplace behavioral health,1,0.0,1.0,0.0
Journal of personality assessment,1,1.0,0.0,1.0
Diversity,1,1.0,0.0,1.0
Clinical nutrition ESPEN,1,1.0,0.0,1.0
International sociology : journal of the International Sociological Association,1,1.0,0.0,1.0
Autoimmune diseases and therapeutic approaches : open access,1,0.0,1.0,0.0
Journal of early childhood research : ECR,1,0.0,1.0,0.0
Journal of environmental and occupational science,1,1.0,0.0,1.0
Cogent engineering,1,1.0,0.0,1.0
Biomedical spectroscopy and imaging,1,1.0,0.0,1.0
Information and software technology,1,1.0,0.0,1.0
Journal of critical realism,1,1.0,0.0,1.0
Applied materials today,1,1.0,0.0,1.0
GeoHumanities,1,1.0,0.0,1.0
Biosystems engineering,1,1.0,0.0,1.0
Journal of communication in healthcare,1,1.0,0.0,1.0
Source journal of genomics,1,0.0,1.0,0.0
Journal of the Society for Information Display,1,1.0,0.0,1.0
"Indian journal of thoracic and cardiovascular surgery : official organ, Association of Thoracic and Cardiovascular Surgeons of India",1,1.0,0.0,1.0
"Nursing and health care (Winfield, Ill.)",1,1.0,0.0,1.0
Socio-economic planning sciences,1,0.0,1.0,0.0
The Brazilian journal of infectious diseases : an official publication of the Brazilian Society of Infectious Diseases,1,1.0,0.0,1.0
The open toxinology journal,1,1.0,0.0,1.0
Veterinary pathology,1,0.0,1.0,0.0
Non-coding RNA research,1,1.0,0.0,1.0
New space,1,0.0,1.0,0.0
"History of science; an annual review of literature, research and teaching",1,1.0,0.0,1.0
Insights in neurosurgery,1,1.0,0.0,1.0
International journal of modern physics. Conference series,1,1.0,0.0,1.0
International journal of speech technology,1,1.0,0.0,1.0
Concurrency and computation : practice & experience,1,1.0,0.0,1.0
The Journal of molecular diagnostics : JMD,1,1.0,0.0,1.0
Ocean modelling,1,1.0,0.0,1.0
Clinical simulation in nursing,1,1.0,0.0,1.0
The open neuropsychopharmacology journal,1,1.0,0.0,1.0
Journal of chiropractic medicine,1,0.0,1.0,0.0
"PM & R : the journal of injury, function, and rehabilitation",1,1.0,0.0,1.0
Advances in life course research,1,1.0,0.0,1.0
Journal of molecular microbiology and biotechnology,1,1.0,0.0,1.0
"International journal of food science, nutrition and dietetics",1,1.0,0.0,1.0
Biosurface and biotribology,1,1.0,0.0,1.0
Scientific pages of pulmonology,1,1.0,0.0,1.0
Journal of neurology and experimental neuroscience,1,1.0,0.0,1.0
American journal of plant sciences,1,1.0,0.0,1.0
Recent patents on inflammation & allergy drug discovery,1,1.0,0.0,1.0
Neuroimmunomodulation,1,1.0,0.0,1.0
Journal of pharmaceutical technology & drug research,1,1.0,0.0,1.0
Endocrine research,1,0.0,1.0,0.0
Philosophy & social criticism,1,0.0,1.0,0.0
Journal of neonatal biology,1,1.0,0.0,1.0
Journal of transportation technologies,1,1.0,0.0,1.0
"Psychology of consciousness (Washington, D.C.)",1,0.0,1.0,0.0
AERA open,1,1.0,0.0,1.0
Canadian chemical transactions,1,1.0,0.0,1.0
Applied stochastic models in business and industry,1,1.0,0.0,1.0
Landscape and urban planning,1,1.0,0.0,1.0
Annual review of pharmacology and toxicology,1,1.0,0.0,1.0
Word & image,1,1.0,0.0,1.0
Marine environmental research,1,1.0,0.0,1.0
Social & cultural geography,1,1.0,0.0,1.0
The journal of fourier analysis and applications,1,1.0,0.0,1.0
Journal of arthritis,1,1.0,0.0,1.0
The open transplantation journal,1,1.0,0.0,1.0
Journal of empirical finance,1,1.0,0.0,1.0
Current opinion in food science,1,1.0,0.0,1.0
Superlattices and microstructures,1,1.0,0.0,1.0
Journal of sensors,1,1.0,0.0,1.0
Tissue & cell,1,1.0,0.0,1.0
MalariaWorld journal,1,1.0,0.0,1.0
"International journal of rock mechanics and mining sciences (Oxford, England : 1997)",1,1.0,0.0,1.0
Canadian journal of experimental psychology = Revue canadienne de psychologie experimentale,1,0.0,1.0,0.0
The police journal,1,0.0,1.0,0.0
Global policy,1,0.0,1.0,0.0
Plant breeding = Zeitschrift fur Pflanzenzuchtung,1,1.0,0.0,1.0
"Chemical informatics (Wilmington, Del.)",1,1.0,0.0,1.0
Journal of macromolecular science. Physics,1,1.0,0.0,1.0
Applied and computational harmonic analysis,1,1.0,0.0,1.0
International journal of clinical rheumatology,1,1.0,0.0,1.0
Social epistemology,1,0.0,1.0,0.0
Arthropod-plant interactions,1,1.0,0.0,1.0
Biological chemistry,1,1.0,0.0,1.0
International journal of sports and exercise medicine,1,1.0,0.0,1.0
International journal of sport and exercise psychology,1,0.0,1.0,0.0
International nano letters,1,1.0,0.0,1.0
MRS communications,1,1.0,0.0,1.0
"Journal of liver research, disorders & therapy",1,1.0,0.0,1.0
Evidence-based child health : a Cochrane review journal,1,0.0,1.0,0.0
